date,currency,rate
2023-08-18,CAD,1.4733
2023-08-19,CAD,1.4733
2023-08-20,CAD,1.4733
2023-08-21,CAD,1.4723
2023-08-22,CAD,1.4716
2023-08-23,CAD,1.4667
2023-08-24,CAD,1.4686
2023-08-25,CAD,1.4672
2023-08-26,CAD,1.4672
2023-08-27,CAD,1.4672
2023-08-28,CAD,1.4693
2023-08-29,CAD,1.4722
2023-08-30,CAD,1.4764
2023-08-31,CAD,1.4721
2023-09-01,CAD,1.4656
2023-09-02,CAD,1.4656
2023-09-03,CAD,1.4656
2023-09-04,CAD,1.4686
2023-09-05,CAD,1.4652
2023-09-06,CAD,1.4659
2023-09-07,CAD,1.4625
2023-09-08,CAD,1.4623
2023-09-09,CAD,1.4623
2023-09-10,CAD,1.4623
2023-09-11,CAD,1.4565
2023-09-12,CAD,1.455
2023-09-13,CAD,1.4556
2023-09-14,CAD,1.4505
2023-09-15,CAD,1.4409
2023-09-16,CAD,1.4409
2023-09-17,CAD,1.4409
2023-09-18,CAD,1.44
2023-09-19,CAD,1.4373
2023-09-20,CAD,1.4366
2023-09-21,CAD,1.4368
2023-09-22,CAD,1.4303
2023-09-23,CAD,1.4303
2023-09-24,CAD,1.4303
2023-09-25,CAD,1.4311
2023-09-26,CAD,1.4318
2023-09-27,CAD,1.4255
2023-09-28,CAD,1.4206
2023-09-29,CAD,1.4227
2023-09-30,CAD,1.4227
2023-10-01,CAD,1.4227
2023-10-02,CAD,1.4335
2023-10-03,CAD,1.4365
2023-10-04,CAD,1.4391
2023-10-05,CAD,1.4479
2023-10-06,CAD,1.4492
2023-10-07,CAD,1.4492
2023-10-08,CAD,1.4492
2023-10-09,CAD,1.438
2023-10-10,CAD,1.4387
2023-10-11,CAD,1.4429
2023-10-12,CAD,1.4435
2023-10-13,CAD,1.4397
2023-10-14,CAD,1.4397
2023-10-15,CAD,1.4397
2023-10-16,CAD,1.436
2023-10-17,CAD,1.4411
2023-10-18,CAD,1.4425
2023-10-19,CAD,1.4485
2023-10-20,CAD,1.4492
2023-10-21,CAD,1.4492
2023-10-22,CAD,1.4492
2023-10-23,CAD,1.4542
2023-10-24,CAD,1.4564
2023-10-25,CAD,1.4549
2023-10-26,CAD,1.4565
2023-10-27,CAD,1.4572
2023-10-28,CAD,1.4572
2023-10-29,CAD,1.4572
2023-10-30,CAD,1.467
2023-10-31,CAD,1.4712
2023-11-01,CAD,1.461
2023-11-02,CAD,1.4707
2023-11-03,CAD,1.4653
2023-11-04,CAD,1.4653
2023-11-05,CAD,1.4653
2023-11-06,CAD,1.4664
2023-11-07,CAD,1.4679
2023-11-08,CAD,1.4711
2023-11-09,CAD,1.4736
2023-11-10,CAD,1.4753
2023-11-11,CAD,1.4753
2023-11-12,CAD,1.4753
2023-11-13,CAD,1.4754
2023-11-14,CAD,1.4832
2023-11-15,CAD,1.4854
2023-11-16,CAD,1.4891
2023-11-17,CAD,1.4908
2023-11-18,CAD,1.4908
2023-11-19,CAD,1.4908
2023-11-20,CAD,1.4994
2023-11-21,CAD,1.5029
2023-11-22,CAD,1.4959
2023-11-23,CAD,1.494
2023-11-24,CAD,1.4935
2023-11-25,CAD,1.4935
2023-11-26,CAD,1.4935
2023-11-27,CAD,1.4929
2023-11-28,CAD,1.4887
2023-11-29,CAD,1.492
2023-11-30,CAD,1.487
2023-12-01,CAD,1.4736
2023-12-02,CAD,1.4736
2023-12-03,CAD,1.4736
2023-12-04,CAD,1.4716
2023-12-05,CAD,1.47
2023-12-06,CAD,1.4616
2023-12-07,CAD,1.4656
2023-12-08,CAD,1.4627
2023-12-09,CAD,1.4627
2023-12-10,CAD,1.4627
2023-12-11,CAD,1.4609
2023-12-12,CAD,1.4656
2023-12-13,CAD,1.4644
2023-12-14,CAD,1.4677
2023-12-15,CAD,1.4653
2023-12-16,CAD,1.4653
2023-12-17,CAD,1.4653
2023-12-18,CAD,1.4584
2023-12-19,CAD,1.4673
2023-12-20,CAD,1.4609
2023-12-21,CAD,1.4668
2023-12-22,CAD,1.4639
2023-12-23,CAD,1.4639
2023-12-24,CAD,1.4639
2023-12-25,CAD,1.4639
2023-12-26,CAD,1.4639
2023-12-27,CAD,1.4612
2023-12-28,CAD,1.4698
2023-12-29,CAD,1.4642
2023-12-30,CAD,1.4642
2023-12-31,CAD,1.4642
2024-01-01,CAD,1.4642
2024-01-02,CAD,1.4565
2024-01-03,CAD,1.4574
2024-01-04,CAD,1.4603
2024-01-05,CAD,1.46
2024-01-06,CAD,1.46
2024-01-07,CAD,1.46
2024-01-08,CAD,1.4651
2024-01-09,CAD,1.4613
2024-01-10,CAD,1.4649
2024-01-11,CAD,1.4677
2024-01-12,CAD,1.4634
2024-01-13,CAD,1.4634
2024-01-14,CAD,1.4634
2024-01-15,CAD,1.4695
2024-01-16,CAD,1.4661
2024-01-17,CAD,1.4701
2024-01-18,CAD,1.4681
2024-01-19,CAD,1.4656
2024-01-20,CAD,1.4656
2024-01-21,CAD,1.4656
2024-01-22,CAD,1.462
2024-01-23,CAD,1.4648
2024-01-24,CAD,1.4669
2024-01-25,CAD,1.4714
2024-01-26,CAD,1.4607
2024-01-27,CAD,1.4607
2024-01-28,CAD,1.4607
2024-01-29,CAD,1.4542
2024-01-30,CAD,1.4564
2024-01-31,CAD,1.4558
2024-02-01,CAD,1.4544
2024-02-02,CAD,1.4556
2024-02-03,CAD,1.4556
2024-02-04,CAD,1.4556
2024-02-05,CAD,1.4507
2024-02-06,CAD,1.4526
2024-02-07,CAD,1.4501
2024-02-08,CAD,1.4505
2024-02-09,CAD,1.4486
2024-02-10,CAD,1.4486
2024-02-11,CAD,1.4486
2024-02-12,CAD,1.4504
2024-02-13,CAD,1.4511
2024-02-14,CAD,1.4509
2024-02-15,CAD,1.4547
2024-02-16,CAD,1.4518
2024-02-17,CAD,1.4518
2024-02-18,CAD,1.4518
2024-02-19,CAD,1.4522
2024-02-20,CAD,1.4562
2024-02-21,CAD,1.4618
2024-02-22,CAD,1.4618
2024-02-23,CAD,1.4587
2024-02-24,CAD,1.4587
2024-02-25,CAD,1.4587
2024-02-26,CAD,1.4674
2024-02-27,CAD,1.465
2024-02-28,CAD,1.4689
2024-02-29,CAD,1.4719
2024-03-01,CAD,1.4679
2024-03-02,CAD,1.4679
2024-03-03,CAD,1.4679
2024-03-04,CAD,1.4719
2024-03-05,CAD,1.4747
2024-03-06,CAD,1.477
2024-03-07,CAD,1.4705
2024-03-08,CAD,1.4701
2024-03-09,CAD,1.4701
2024-03-10,CAD,1.4701
2024-03-11,CAD,1.4753
2024-03-12,CAD,1.4739
2024-03-13,CAD,1.4756
2024-03-14,CAD,1.4725
2024-03-15,CAD,1.4731
2024-03-16,CAD,1.4731
2024-03-17,CAD,1.4731
2024-03-18,CAD,1.4745
2024-03-19,CAD,1.4767
2024-03-20,CAD,1.4736
2024-03-21,CAD,1.4736
2024-03-22,CAD,1.4688
2024-03-23,CAD,1.4688
2024-03-24,CAD,1.4688
2024-03-25,CAD,1.4722
2024-03-26,CAD,1.4718
2024-03-27,CAD,1.4712
2024-03-28,CAD,1.4672
2024-03-29,CAD,1.4672
2024-03-30,CAD,1.4672
2024-03-31,CAD,1.4672
2024-04-01,CAD,1.4672
2024-04-02,CAD,1.4577
2024-04-03,CAD,1.4626
2024-04-04,CAD,1.4652
2024-04-05,CAD,1.4702
2024-04-06,CAD,1.4702
2024-04-07,CAD,1.4702
2024-04-08,CAD,1.4715
2024-04-09,CAD,1.4749
2024-04-10,CAD,1.4728
2024-04-11,CAD,1.4688
2024-04-12,CAD,1.4643
2024-04-13,CAD,1.4643
2024-04-14,CAD,1.4643
2024-04-15,CAD,1.4645
2024-04-16,CAD,1.4668
2024-04-17,CAD,1.4691
2024-04-18,CAD,1.4687
2024-04-19,CAD,1.4666
2024-04-20,CAD,1.4666
2024-04-21,CAD,1.4666
2024-04-22,CAD,1.4592
2024-04-23,CAD,1.4623
2024-04-24,CAD,1.4628
2024-04-25,CAD,1.4659
2024-04-26,CAD,1.4632
2024-04-27,CAD,1.4632
2024-04-28,CAD,1.4632
2024-04-29,CAD,1.4635
2024-04-30,CAD,1.4672
2024-05-01,CAD,1.4672
2024-05-02,CAD,1.4678
2024-05-03,CAD,1.4682
2024-05-04,CAD,1.4682
2024-05-05,CAD,1.4682
2024-05-06,CAD,1.4731
2024-05-07,CAD,1.473
2024-05-08,CAD,1.4784
2024-05-09,CAD,1.4728
2024-05-10,CAD,1.4747
2024-05-11,CAD,1.4747
2024-05-12,CAD,1.4747
2024-05-13,CAD,1.4757
2024-05-14,CAD,1.4753
2024-05-15,CAD,1.4763
2024-05-16,CAD,1.481
2024-05-17,CAD,1.4784
2024-05-18,CAD,1.4784
2024-05-19,CAD,1.4784
2024-05-20,CAD,1.4798
2024-05-21,CAD,1.4797
2024-05-22,CAD,1.481
2024-05-23,CAD,1.4832
2024-05-24,CAD,1.4865
2024-05-25,CAD,1.4865
2024-05-26,CAD,1.4865
2024-05-27,CAD,1.4813
2024-05-28,CAD,1.482
2024-05-29,CAD,1.4838
2024-05-30,CAD,1.4828
2024-05-31,CAD,1.4804
2024-06-01,CAD,1.4804
2024-06-02,CAD,1.4804
2024-06-03,CAD,1.4784
2024-06-04,CAD,1.486
2024-06-05,CAD,1.4867
2024-06-06,CAD,1.4879
2024-06-07,CAD,1.4902
2024-06-08,CAD,1.4902
2024-06-09,CAD,1.4902
2024-06-10,CAD,1.4801
2024-06-11,CAD,1.4781
2024-06-12,CAD,1.4795
2024-06-13,CAD,1.4823
2024-06-14,CAD,1.4704
2024-06-15,CAD,1.4704
2024-06-16,CAD,1.4704
2024-06-17,CAD,1.4726
2024-06-18,CAD,1.4731
2024-06-19,CAD,1.4737
2024-06-20,CAD,1.4696
2024-06-21,CAD,1.4632
2024-06-22,CAD,1.4632
2024-06-23,CAD,1.4632
2024-06-24,CAD,1.4682
2024-06-25,CAD,1.465
2024-06-26,CAD,1.4628
2024-06-27,CAD,1.4647
2024-06-28,CAD,1.467
2024-06-29,CAD,1.467
2024-06-30,CAD,1.467
2024-07-01,CAD,1.4711
2024-07-02,CAD,1.4727
2024-07-03,CAD,1.4703
2024-07-04,CAD,1.4705
2024-07-05,CAD,1.4736
2024-07-06,CAD,1.4736
2024-07-07,CAD,1.4736
2024-07-08,CAD,1.4772
2024-07-09,CAD,1.4752
2024-07-10,CAD,1.4758
2024-07-11,CAD,1.4796
2024-07-12,CAD,1.4834
2024-07-13,CAD,1.4834
2024-07-14,CAD,1.4834
2024-07-15,CAD,1.4879
2024-07-16,CAD,1.4911
2024-07-17,CAD,1.4949
2024-07-18,CAD,1.4953
2024-07-19,CAD,1.4938
2024-07-20,CAD,1.4938
2024-07-21,CAD,1.4938
2024-07-22,CAD,1.4971
2024-07-23,CAD,1.4944
2024-07-24,CAD,1.4953
2024-07-25,CAD,1.502
2024-07-26,CAD,1.5009
2024-07-27,CAD,1.5009
2024-07-28,CAD,1.5009
2024-07-29,CAD,1.4976
2024-07-30,CAD,1.4996
2024-07-31,CAD,1.4977
2024-08-01,CAD,1.4912
2024-08-02,CAD,1.5035
2024-08-03,CAD,1.5035
2024-08-04,CAD,1.5035
2024-08-05,CAD,1.5188
2024-08-06,CAD,1.5097
2024-08-07,CAD,1.501
2024-08-08,CAD,1.5021
2024-08-09,CAD,1.5007
2024-08-10,CAD,1.5007
2024-08-11,CAD,1.5007
2024-08-12,CAD,1.4998
2024-08-13,CAD,1.5014
2024-08-14,CAD,1.5115
2024-08-15,CAD,1.509
2024-08-16,CAD,1.5095
2024-08-17,CAD,1.5095
2024-08-18,CAD,1.5095
2024-08-19,CAD,1.5098
2024-08-20,CAD,1.5085
2024-08-21,CAD,1.5117
2024-08-22,CAD,1.513
2024-08-23,CAD,1.5106
2024-08-24,CAD,1.5106
2024-08-25,CAD,1.5106
2024-08-26,CAD,1.5076
2024-08-27,CAD,1.5041
2024-08-28,CAD,1.4982
2024-08-29,CAD,1.4927
2024-08-30,CAD,1.4941
2024-08-31,CAD,1.4941
2024-09-01,CAD,1.4941
2024-09-02,CAD,1.4932
2024-09-03,CAD,1.4951
2024-09-04,CAD,1.498
2024-09-05,CAD,1.4996
2024-09-06,CAD,1.4984
2024-09-07,CAD,1.4984
2024-09-08,CAD,1.4984
2024-09-09,CAD,1.4979
2024-09-10,CAD,1.4973
2024-09-11,CAD,1.4997
2024-09-12,CAD,1.4964
2024-09-13,CAD,1.5061
2024-09-14,CAD,1.5061
2024-09-15,CAD,1.5061
2024-09-16,CAD,1.5109
2024-09-17,CAD,1.5134
2024-09-18,CAD,1.5117
2024-09-19,CAD,1.511
2024-09-20,CAD,1.5148
2024-09-21,CAD,1.5148
2024-09-22,CAD,1.5148
2024-09-23,CAD,1.5065
2024-09-24,CAD,1.5033
2024-09-25,CAD,1.5044
2024-09-26,CAD,1.5025
2024-09-27,CAD,1.5036
2024-09-28,CAD,1.5036
2024-09-29,CAD,1.5036
2024-09-30,CAD,1.5133
2024-10-01,CAD,1.4986
2024-10-02,CAD,1.4932
2024-10-03,CAD,1.4945
2024-10-04,CAD,1.4952
2024-10-05,CAD,1.4952
2024-10-06,CAD,1.4952
2024-10-07,CAD,1.4914
2024-10-08,CAD,1.4981
2024-10-09,CAD,1.4985
2024-10-10,CAD,1.5031
2024-10-11,CAD,1.5063
2024-10-12,CAD,1.5063
2024-10-13,CAD,1.5063
2024-10-14,CAD,1.5047
2024-10-15,CAD,1.5063
2024-10-16,CAD,1.5013
2024-10-17,CAD,1.4975
2024-10-18,CAD,1.496
2024-10-19,CAD,1.496
2024-10-20,CAD,1.496
2024-10-21,CAD,1.4998
2024-10-22,CAD,1.4964
2024-10-23,CAD,1.49
2024-10-24,CAD,1.4922
2024-10-25,CAD,1.4989
2024-10-26,CAD,1.4989
2024-10-27,CAD,1.4989
2024-10-28,CAD,1.503
2024-10-29,CAD,1.4981
2024-10-30,CAD,1.5072
2024-10-31,CAD,1.5134
2024-11-01,CAD,1.5144
2024-11-02,CAD,1.5144
2024-11-03,CAD,1.5144
2024-11-04,CAD,1.5155
2024-11-05,CAD,1.5128
2024-11-06,CAD,1.4893
2024-11-07,CAD,1.496
2024-11-08,CAD,1.4983
2024-11-09,CAD,1.4983
2024-11-10,CAD,1.4983
2024-11-11,CAD,1.4848
2024-11-12,CAD,1.4799
2024-11-13,CAD,1.484
2024-11-14,CAD,1.4759
2024-11-15,CAD,1.4861
2024-11-16,CAD,1.4861
2024-11-17,CAD,1.4861
2024-11-18,CAD,1.4873
2024-11-19,CAD,1.4833
2024-11-20,CAD,1.4767
2024-11-21,CAD,1.47
2024-11-22,CAD,1.4561
2024-11-23,CAD,1.4561
2024-11-24,CAD,1.4561
2024-11-25,CAD,1.4648
2024-11-26,CAD,1.4833
2024-11-27,CAD,1.4807
2024-11-28,CAD,1.477
2024-11-29,CAD,1.4796
2022-12-30,CHF,0.9847
2022-12-31,CHF,0.9847
2023-01-01,CHF,0.9847
2023-01-02,CHF,0.9873
2023-01-03,CHF,0.9879
2023-01-04,CHF,0.9843
2023-01-05,CHF,0.9839
2023-01-06,CHF,0.9864
2023-01-07,CHF,0.9864
2023-01-08,CHF,0.9864
2023-01-09,CHF,0.9865
2023-01-10,CHF,0.9908
2023-01-11,CHF,0.9967
2023-01-12,CHF,1.0056
2023-01-13,CHF,1.0051
2023-01-14,CHF,1.0051
2023-01-15,CHF,1.0051
2023-01-16,CHF,1.0026
2023-01-17,CHF,0.9998
2023-01-18,CHF,0.9906
2023-01-19,CHF,0.9921
2023-01-20,CHF,0.9962
2023-01-21,CHF,0.9962
2023-01-22,CHF,0.9962
2023-01-23,CHF,1.0013
2023-01-24,CHF,1.0053
2023-01-25,CHF,1.002
2023-01-26,CHF,1.0002
2023-01-27,CHF,1.0017
2023-01-28,CHF,1.0017
2023-01-29,CHF,1.0017
2023-01-30,CHF,1.0045
2023-01-31,CHF,1.0032
2023-02-01,CHF,0.998
2023-02-02,CHF,0.9992
2023-02-03,CHF,0.9989
2023-02-04,CHF,0.9989
2023-02-05,CHF,0.9989
2023-02-06,CHF,0.9964
2023-02-07,CHF,0.9906
2023-02-08,CHF,0.9881
2023-02-09,CHF,0.989
2023-02-10,CHF,0.9872
2023-02-11,CHF,0.9872
2023-02-12,CHF,0.9872
2023-02-13,CHF,0.9849
2023-02-14,CHF,0.987
2023-02-15,CHF,0.9885
2023-02-16,CHF,0.9873
2023-02-17,CHF,0.9896
2023-02-18,CHF,0.9896
2023-02-19,CHF,0.9896
2023-02-20,CHF,0.9861
2023-02-21,CHF,0.9853
2023-02-22,CHF,0.987
2023-02-23,CHF,0.9892
2023-02-24,CHF,0.9898
2023-02-25,CHF,0.9898
2023-02-26,CHF,0.9898
2023-02-27,CHF,0.9929
2023-02-28,CHF,0.9947
2023-03-01,CHF,0.9997
2023-03-02,CHF,0.9988
2023-03-03,CHF,0.9958
2023-03-04,CHF,0.9958
2023-03-05,CHF,0.9958
2023-03-06,CHF,0.9947
2023-03-07,CHF,0.9959
2023-03-08,CHF,0.9931
2023-03-09,CHF,0.9911
2023-03-10,CHF,0.9824
2023-03-11,CHF,0.9824
2023-03-12,CHF,0.9824
2023-03-13,CHF,0.975
2023-03-14,CHF,0.9784
2023-03-15,CHF,0.9727
2023-03-16,CHF,0.982
2023-03-17,CHF,0.9858
2023-03-18,CHF,0.9858
2023-03-19,CHF,0.9858
2023-03-20,CHF,0.9928
2023-03-21,CHF,0.997
2023-03-22,CHF,0.996
2023-03-23,CHF,0.9969
2023-03-24,CHF,0.9874
2023-03-25,CHF,0.9874
2023-03-26,CHF,0.9874
2023-03-27,CHF,0.9875
2023-03-28,CHF,0.9947
2023-03-29,CHF,0.9973
2023-03-30,CHF,0.9963
2023-03-31,CHF,0.9968
2023-04-01,CHF,0.9968
2023-04-02,CHF,0.9968
2023-04-03,CHF,0.9949
2023-04-04,CHF,0.9954
2023-04-05,CHF,0.9901
2023-04-06,CHF,0.9878
2023-04-07,CHF,0.9878
2023-04-08,CHF,0.9878
2023-04-09,CHF,0.9878
2023-04-10,CHF,0.9878
2023-04-11,CHF,0.9868
2023-04-12,CHF,0.9853
2023-04-13,CHF,0.9804
2023-04-14,CHF,0.9827
2023-04-15,CHF,0.9827
2023-04-16,CHF,0.9827
2023-04-17,CHF,0.9812
2023-04-18,CHF,0.9831
2023-04-19,CHF,0.9828
2023-04-20,CHF,0.981
2023-04-21,CHF,0.9795
2023-04-22,CHF,0.9795
2023-04-23,CHF,0.9795
2023-04-24,CHF,0.98
2023-04-25,CHF,0.9786
2023-04-26,CHF,0.9824
2023-04-27,CHF,0.9862
2023-04-28,CHF,0.9839
2023-04-29,CHF,0.9839
2023-04-30,CHF,0.9839
2023-05-01,CHF,0.9839
2023-05-02,CHF,0.9841
2023-05-03,CHF,0.9809
2023-05-04,CHF,0.9802
2023-05-05,CHF,0.9828
2023-05-06,CHF,0.9828
2023-05-07,CHF,0.9828
2023-05-08,CHF,0.9813
2023-05-09,CHF,0.9788
2023-05-10,CHF,0.9771
2023-05-11,CHF,0.9758
2023-05-12,CHF,0.9744
2023-05-13,CHF,0.9744
2023-05-14,CHF,0.9744
2023-05-15,CHF,0.9747
2023-05-16,CHF,0.9732
2023-05-17,CHF,0.9746
2023-05-18,CHF,0.9735
2023-05-19,CHF,0.9738
2023-05-20,CHF,0.9738
2023-05-21,CHF,0.9738
2023-05-22,CHF,0.97
2023-05-23,CHF,0.9718
2023-05-24,CHF,0.9732
2023-05-25,CHF,0.9708
2023-05-26,CHF,0.9707
2023-05-27,CHF,0.9707
2023-05-28,CHF,0.9707
2023-05-29,CHF,0.9683
2023-05-30,CHF,0.969
2023-05-31,CHF,0.9724
2023-06-01,CHF,0.9732
2023-06-02,CHF,0.9758
2023-06-03,CHF,0.9758
2023-06-04,CHF,0.9758
2023-06-05,CHF,0.9732
2023-06-06,CHF,0.9698
2023-06-07,CHF,0.9704
2023-06-08,CHF,0.9751
2023-06-09,CHF,0.9716
2023-06-10,CHF,0.9716
2023-06-11,CHF,0.9716
2023-06-12,CHF,0.9751
2023-06-13,CHF,0.9784
2023-06-14,CHF,0.9751
2023-06-15,CHF,0.9761
2023-06-16,CHF,0.977
2023-06-17,CHF,0.977
2023-06-18,CHF,0.977
2023-06-19,CHF,0.9772
2023-06-20,CHF,0.9808
2023-06-21,CHF,0.9803
2023-06-22,CHF,0.9825
2023-06-23,CHF,0.9773
2023-06-24,CHF,0.9773
2023-06-25,CHF,0.9773
2023-06-26,CHF,0.9737
2023-06-27,CHF,0.9789
2023-06-28,CHF,0.9822
2023-06-29,CHF,0.9783
2023-06-30,CHF,0.9788
2023-07-01,CHF,0.9788
2023-07-02,CHF,0.9788
2023-07-03,CHF,0.98
2023-07-04,CHF,0.9762
2023-07-05,CHF,0.9782
2023-07-06,CHF,0.9757
2023-07-07,CHF,0.9754
2023-07-08,CHF,0.9754
2023-07-09,CHF,0.9754
2023-07-10,CHF,0.9753
2023-07-11,CHF,0.9693
2023-07-12,CHF,0.9683
2023-07-13,CHF,0.9644
2023-07-14,CHF,0.9649
2023-07-15,CHF,0.9649
2023-07-16,CHF,0.9649
2023-07-17,CHF,0.9652
2023-07-18,CHF,0.9647
2023-07-19,CHF,0.9628
2023-07-20,CHF,0.9635
2023-07-21,CHF,0.963
2023-07-22,CHF,0.963
2023-07-23,CHF,0.963
2023-07-24,CHF,0.9595
2023-07-25,CHF,0.9598
2023-07-26,CHF,0.9549
2023-07-27,CHF,0.9542
2023-07-28,CHF,0.9554
2023-07-29,CHF,0.9554
2023-07-30,CHF,0.9554
2023-07-31,CHF,0.9619
2023-08-01,CHF,0.961
2023-08-02,CHF,0.9642
2023-08-03,CHF,0.9579
2023-08-04,CHF,0.9598
2023-08-05,CHF,0.9598
2023-08-06,CHF,0.9598
2023-08-07,CHF,0.9625
2023-08-08,CHF,0.96
2023-08-09,CHF,0.9627
2023-08-10,CHF,0.9618
2023-08-11,CHF,0.9617
2023-08-12,CHF,0.9617
2023-08-13,CHF,0.9617
2023-08-14,CHF,0.9608
2023-08-15,CHF,0.9586
2023-08-16,CHF,0.9605
2023-08-17,CHF,0.9555
2023-08-18,CHF,0.9571
2023-08-19,CHF,0.9571
2023-08-20,CHF,0.9571
2023-08-21,CHF,0.9588
2023-08-22,CHF,0.9565
2023-08-23,CHF,0.9524
2023-08-24,CHF,0.9562
2023-08-25,CHF,0.9564
2023-08-26,CHF,0.9564
2023-08-27,CHF,0.9564
2023-08-28,CHF,0.9559
2023-08-29,CHF,0.9558
2023-08-30,CHF,0.9568
2023-08-31,CHF,0.9584
2023-09-01,CHF,0.9574
2023-09-02,CHF,0.9574
2023-09-03,CHF,0.9574
2023-09-04,CHF,0.9548
2023-09-05,CHF,0.9548
2023-09-06,CHF,0.9561
2023-09-07,CHF,0.9557
2023-09-08,CHF,0.9543
2023-09-09,CHF,0.9543
2023-09-10,CHF,0.9543
2023-09-11,CHF,0.956
2023-09-12,CHF,0.9561
2023-09-13,CHF,0.9589
2023-09-14,CHF,0.9588
2023-09-15,CHF,0.9554
2023-09-16,CHF,0.9554
2023-09-17,CHF,0.9554
2023-09-18,CHF,0.9564
2023-09-19,CHF,0.9595
2023-09-20,CHF,0.9601
2023-09-21,CHF,0.9628
2023-09-22,CHF,0.965
2023-09-23,CHF,0.965
2023-09-24,CHF,0.965
2023-09-25,CHF,0.9676
2023-09-26,CHF,0.9675
2023-09-27,CHF,0.968
2023-09-28,CHF,0.9678
2023-09-29,CHF,0.9669
2023-09-30,CHF,0.9669
2023-10-01,CHF,0.9669
2023-10-02,CHF,0.9634
2023-10-03,CHF,0.966
2023-10-04,CHF,0.9634
2023-10-05,CHF,0.9625
2023-10-06,CHF,0.9629
2023-10-07,CHF,0.9629
2023-10-08,CHF,0.9629
2023-10-09,CHF,0.9581
2023-10-10,CHF,0.9589
2023-10-11,CHF,0.9576
2023-10-12,CHF,0.9566
2023-10-13,CHF,0.9546
2023-10-14,CHF,0.9546
2023-10-15,CHF,0.9546
2023-10-16,CHF,0.9505
2023-10-17,CHF,0.9517
2023-10-18,CHF,0.9492
2023-10-19,CHF,0.947
2023-10-20,CHF,0.9442
2023-10-21,CHF,0.9442
2023-10-22,CHF,0.9442
2023-10-23,CHF,0.9461
2023-10-24,CHF,0.9501
2023-10-25,CHF,0.9474
2023-10-26,CHF,0.9466
2023-10-27,CHF,0.9502
2023-10-28,CHF,0.9502
2023-10-29,CHF,0.9502
2023-10-30,CHF,0.9564
2023-10-31,CHF,0.9607
2023-11-01,CHF,0.9572
2023-11-02,CHF,0.9622
2023-11-03,CHF,0.9625
2023-11-04,CHF,0.9625
2023-11-05,CHF,0.9625
2023-11-06,CHF,0.9646
2023-11-07,CHF,0.9626
2023-11-08,CHF,0.9599
2023-11-09,CHF,0.9637
2023-11-10,CHF,0.9636
2023-11-11,CHF,0.9636
2023-11-12,CHF,0.9636
2023-11-13,CHF,0.9656
2023-11-14,CHF,0.9668
2023-11-15,CHF,0.964
2023-11-16,CHF,0.9651
2023-11-17,CHF,0.9643
2023-11-18,CHF,0.9643
2023-11-19,CHF,0.9643
2023-11-20,CHF,0.9665
2023-11-21,CHF,0.9673
2023-11-22,CHF,0.964
2023-11-23,CHF,0.9644
2023-11-24,CHF,0.964
2023-11-25,CHF,0.964
2023-11-26,CHF,0.964
2023-11-27,CHF,0.964
2023-11-28,CHF,0.9645
2023-11-29,CHF,0.9628
2023-11-30,CHF,0.9562
2023-12-01,CHF,0.953
2023-12-02,CHF,0.953
2023-12-03,CHF,0.953
2023-12-04,CHF,0.9476
2023-12-05,CHF,0.9456
2023-12-06,CHF,0.9429
2023-12-07,CHF,0.9446
2023-12-08,CHF,0.9438
2023-12-09,CHF,0.9438
2023-12-10,CHF,0.9438
2023-12-11,CHF,0.9478
2023-12-12,CHF,0.9443
2023-12-13,CHF,0.9452
2023-12-14,CHF,0.949
2023-12-15,CHF,0.9488
2023-12-16,CHF,0.9488
2023-12-17,CHF,0.9488
2023-12-18,CHF,0.948
2023-12-19,CHF,0.947
2023-12-20,CHF,0.946
2023-12-21,CHF,0.9432
2023-12-22,CHF,0.9417
2023-12-23,CHF,0.9417
2023-12-24,CHF,0.9417
2023-12-25,CHF,0.9417
2023-12-26,CHF,0.9417
2023-12-27,CHF,0.9438
2023-12-28,CHF,0.9302
2023-12-29,CHF,0.926
2023-12-30,CHF,0.926
2023-12-31,CHF,0.926
2024-01-01,CHF,0.926
2024-01-02,CHF,0.9305
2024-01-03,CHF,0.9322
2024-01-04,CHF,0.9313
2024-01-05,CHF,0.932
2024-01-06,CHF,0.932
2024-01-07,CHF,0.932
2024-01-08,CHF,0.9308
2024-01-09,CHF,0.9313
2024-01-10,CHF,0.9336
2024-01-11,CHF,0.9338
2024-01-12,CHF,0.935
2024-01-13,CHF,0.935
2024-01-14,CHF,0.935
2024-01-15,CHF,0.9351
2024-01-16,CHF,0.9361
2024-01-17,CHF,0.9406
2024-01-18,CHF,0.9432
2024-01-19,CHF,0.9459
2024-01-20,CHF,0.9459
2024-01-21,CHF,0.9459
2024-01-22,CHF,0.9458
2024-01-23,CHF,0.9446
2024-01-24,CHF,0.9415
2024-01-25,CHF,0.942
2024-01-26,CHF,0.9396
2024-01-27,CHF,0.9396
2024-01-28,CHF,0.9396
2024-01-29,CHF,0.9339
2024-01-30,CHF,0.9365
2024-01-31,CHF,0.9348
2024-02-01,CHF,0.9336
2024-02-02,CHF,0.9315
2024-02-03,CHF,0.9315
2024-02-04,CHF,0.9315
2024-02-05,CHF,0.9347
2024-02-06,CHF,0.9366
2024-02-07,CHF,0.9393
2024-02-08,CHF,0.9409
2024-02-09,CHF,0.9432
2024-02-10,CHF,0.9432
2024-02-11,CHF,0.9432
2024-02-12,CHF,0.943
